title,imdb_url,budget,genres,trailer_url
Lawrence of Arabia,https://www.imdb.com/title/tt0056172/?ref_=chttp_t_100,10-25 million USD,"['Adventure', 'Biography', 'Drama']",https://imdb-video.media-imdb.com/vi2095825433/1434659607842-pgv4ql-1654651837947.mp4?Expires=1713548770&Signature=LiZlX8tUYyCqT~mzpjppvBHJHIQapq37NV1Kzt-QzFDa6LUrMPASgBT2ABtEKeu1LTPQpdDoibmFtuoFr1uHEJXI~fjc4ZQu2y7wQSu5sfw7aPTSNqFWglZtDpvLDUUxUvLxmk7VLrFaF8OzI1MLJT6yh5-9vvfyDXVbYlztAjFEicjppN4YoTE~yMOMR9aF-FN~mL0NxXsm7jb713qEKrmsXK1GmuMHcEVKtfNn4wfQNS~8XtKCltaosSgYZDxazaJ~sGp0TmMVzSYDhQvEgTapA092DxCl0sQnQLAz7LJtxtj8BAOIXThtWKsdZ28CFZ6OUrWGCG2xzlJHpjkyQw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Apartment,https://www.imdb.com/title/tt0053604/?ref_=chttp_t_101,1-10 million USD,"['Comedy', 'Drama', 'Romance']",No video found
North by Northwest,https://www.imdb.com/title/tt0053125/?ref_=chttp_t_102,1-10 million USD,"['Action', 'Adventure', 'Mystery']",No video found
Citizen Kane,https://www.imdb.com/title/tt0033467/?ref_=chttp_t_103,under 1 million USD,"['Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi568630553/1434659607842-pgv4ql-1616202584903.mp4?Expires=1713549079&Signature=nV30gXBsoSA~09xjB2ts7n8QLzn1pc~~YIHORUOVrtz4R4Ey7fy7nQFWRyy1S0iXbwHR6ZGm0tBAsBdLsd2XjafIWooQBYygqyLc4xEP-8dscZvnM1uZgqsbujUvwInKUoVEglkuErrasIMB3Gy9B4v~2UACXj312Mjo6PANkjeFBDurulwrLcabZn0mNThoPx4eJQsop-0b9920gK6u8klGQmJkBKsFVCwZ8ASLp7QoP6BIVCoaTuDmAMt3oK1xVU6Vl64Ossd8h6INjM2httGKemx7CPqkm-sFCZxVPA6H7eTyy4pHTaz7L3OAF3mdBPEqrS~qAV~XME4Glcv5gA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Incendies,https://www.imdb.com/title/tt1255953/?ref_=chttp_t_104,1-10 million USD,"['Drama', 'Mystery', 'War']",https://imdb-video.media-imdb.com/vi722049561/1434659607842-pgv4ql-1616202395703.mp4?Expires=1713549229&Signature=hkgYyC6zZZ6OIkOsczzhxapKhHt98dPB7wEa4AMX6jIqJfAGDxCrO8Ncv8yRgXdj0mPKC~vXMcrGNZ~V3puJcKsBDDwWtULztQWzuQFthbHHiT7XO9YRKV77hQPfJuW66hO4OvWP8fRVRtzqouJg~DEWxNDeQsDfDzYQSj6plm1I13iv9PLz4b2~sF6CeHMmWXNRhn6ig6L45OIcCLq1lEFHho2Y~Vh0JodVWDLBWsTLTT2US7SlembRQxHGpH8ZyO~e5EnzfwkLxayIs8vBunntNj9U8pEDU-9z6nzZsCFkV9VeAByo-r~tdBrChBNRQejcvyEhf10HPz56IRbJuQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Vertigo,https://www.imdb.com/title/tt0052357/?ref_=chttp_t_105,1-10 million USD,"['Mystery', 'Romance', 'Thriller']",https://imdb-video.media-imdb.com/vi216072473/1434659607842-pgv4ql-1564539842710.mp4?Expires=1713549298&Signature=AgQuRM-Z2gPesngik3JgTV4Asx1gYYbu6TFg-iiVqwLZ2CuI2aFXn6f7it7gSVXXRP4V5Q5J3b1UhUQEIAJ3svEkCfr7KXYkHYm3l4sMKQB8Ft~tDzkdcvwYEmJuQLZf4o5rh~j3ssKlj1gMxyAnrAuCoN1kGo6izWHibt3kitmWfJqKp9YSXA0zu4~U8VvzqFnzB8Z3HHUlwO0EhtjrBSmKkV~QEPrCgUSZiFgRCsqS8Sl856Xp3pXeNQTJgtCK4KYQ0Vqi64mmhgp3WI8IY7glhLcZYjg5gRq8gBk6QiTpVBFTZDUVqbHIdosxbVsFKA4AWQz1HqF3qnGnUwXS1A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
M,https://www.imdb.com/title/tt0022100/?ref_=chttp_t_106,,"['Crime', 'Mystery', 'Thriller']",https://imdb-video.media-imdb.com/vi605863449/1434659607842-pgv4ql-1593616284461.mp4?Expires=1713549387&Signature=N9frtCgjfvdwLBV2nl05NTlfJaN3Zj7q5eednMqzUW0cjm7lDMLEQmKYDtJsglTfbVD7fDC9ua6LnihbIeiwzjf9MsmCSvXO7fyfBe9dGHGUZM-0WWq8aqltvbx6VYHhM9Z5M8m8wqsolpXU8nytAK9D6fABuUxysInpkdpSzFeT2p5XH4vRJj~24iHOswGppfz5A0ygmzEqEEHCpcr~NLDAuP7ix-rtTE2-e2fsytBNyc5O0cK7ff1i1BAxbhoyEBYNsL619UeVigS40QQbQV0Z-irRsqin586-jOdrduOXBAIepmOtS~yZtvbeLdEq7PTMfnJwgtCAXCQEqnEQ5Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Double Indemnity,https://www.imdb.com/title/tt0036775/?ref_=chttp_t_107,under 1 million USD,"['Crime', 'Drama', 'Film-Noir']",No video found
Scarface,https://www.imdb.com/title/tt0086250/?ref_=chttp_t_108,50 million USD or more,"['Crime', 'Drama']",https://imdb-video.media-imdb.com/vi1876936473/1434659607842-pgv4ql-1696698275400.mp4?Expires=1713549474&Signature=NTuQ5sTVEz3EQAIo0RG~Xm3eqdM7Ek1B3WnS7DsRKmulPHboa~zccgq2a11~rCImqf1YpzpkMT8tfqRXeRXPl87DJQ3SqFMp7sBr3Sv9-CQVOkoLzjUsYHf63AnsnwKgxFcW6cLrqtEL8f-MvzKTmQTOhcGEKigcMuDIz6B-4yVkYpcozvi84lRshQtUOMBeEJ-cIGtdycY6HzMoyLjHOiOo-jVhusdkZsnmoLz-WCv9fARsv~fLXafCZCicBnmdPFOG9ek6GdZApQ3bzQq87h-MIEgIQyRCSaS1KIDNe9NkzTqmCmxu2q3~fXgFnnHN377h3ACKKk12YbiiUAji7A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Amélie,https://www.imdb.com/title/tt0211915/?ref_=chttp_t_109,10-25 million USD,"['Comedy', 'Romance']",https://imdb-video.media-imdb.com/vi1406515737/1434659607842-pgv4ql-1543510067942.mp4?Expires=1713549719&Signature=Q1M36KWvnPVR2hsHzLpdLCNgYwfCbCyQsQczQa314nmu-uDGmnvUU0sJhnUMayvWRVwb2yuxw1XGnjR-RBcy-NcEkFjBCPSrtnsugTXkeiqn-WTYLg0W0xtIREsqrYRZtRuiYY79l9HvzABwgw3JPsodFLjpLBoeNPzPZviUo4MOqtnSpD914qBwLmOSWCEVjnfMQKAhki5GSOMcgFODVOhXxi9Ei6PFWeQnXGb9k3pfqidSoJxYtaF4KbmIiSPzXYdK6u1FLr4AINTSJY3vJu6opgFfW5~rZW~E~cPx8eFRUGHJ6uEDmY9weyFlBF3OwBdY997uSy1RxBzDu3GRcQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Full Metal Jacket,https://www.imdb.com/title/tt0093058/?ref_=chttp_t_110,25-50 million USD,"['Drama', 'War']",https://imdb-video.media-imdb.com/vi3225663513/1434659607842-pgv4ql-1525383962118.mp4?Expires=1713549446&Signature=nCMdLplHH8Ox7c2mSBmjUIayLynkE6NFRjxDul--q~qjMEkti0UFps~nn99lNQ6rFs6C5Wecw~Z1z33MCElnImF2FyIMAh9g~T9nLoncZeQw2K9DIhVYg9bDO2hCK1qVQLyrFshgIJiDDHP6XgBfFUL6a9loF7zDdUVwNblFttSHuofKc-aaEfPSIXKsWNNZZNgbR1-N7D22rq0QhwtavJsl2RpZSn4daNgBZwrH2VVnMh~Vmvblt3r9TuL-Q3AKc447QJ1LX5aSZbfBHtwLKOFx6HGUY4qDQHysQKufvPIBhAtFK3lMGah-tw3kemYr4jdfvcgw6VmWKmIipg~6Vw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Heat,https://www.imdb.com/title/tt0113277/?ref_=chttp_t_111,50 million USD or more,"['Action', 'Crime', 'Drama']",https://imdb-video.media-imdb.com/vi664516889/1434659607842-pgv4ql-1564147797582.mp4?Expires=1713549292&Signature=AZpvm42bPzvkVpbBJBEt4zQRkFnKWTr-cd6z3ublACUN1goLx~LfbgoGSE1xWwwzSMIHO-lg-GRBV1klgz7JZxXqDIo0WY-~r48pywjn4BV5-kND8~6Xjnr8H6W1tkMsfdErlFUjUEIyRk5Mow0KNyJV49S2rBeCoG~lV1rvsRNY2UjbZnTDwq8F7v7ELtEc1kiUpbd5qn5fYO7D5~FVYKFN2VXOkpH~MMftMWo1O-tqEqngudFkID1~0IWdAki72-27WWDowLoSZAKzL8mHzgO8zHnu2ttBqDJJm9fQxjctR3v4~piOcwkt3Sguqo5e0gakKtwZ5aPDNYF2dpfryA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
A Clockwork Orange,https://www.imdb.com/title/tt0066921/?ref_=chttp_t_112,1-10 million USD,"['Crime', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi4030506521/1434659607842-pgv4ql-1564515807733.mp4?Expires=1713549071&Signature=hyoiX8WAgRM2AxYv62YFSQ2q3hntRvouuH14MOAaZa2NjQHLHDh-fGr~gpMjGNAmBGdb~eTXTtukuDMNIx-Z7~3qtDy3UZA4JDejVjnLjkHAIuV68kLY-krK693wjdaC9kH0I8lm8MyL1emWcAcgy77FhceZYHooGUIxBODJL4UqLZSSUX78-xvjx225ejbTrU5VOCfQJK9wakq6yQ9Zdbv8XvxUJhMEQFf3W0or5PAjeGFyPkrQUUPtEsoGm6p4NmY8nRGH0YQtZ6ORJVfTOOMLy7CMPrYcU4kqNLsySqIRNlQQUNtp6exp6HKhRjsPcdASyypUJ5OS-F4j~5hoHQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Up,https://www.imdb.com/title/tt1049413/?ref_=chttp_t_113,50 million USD or more,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi2557280793/1434659607842-pgv4ql-1616202516390.mp4?Expires=1713548916&Signature=he-IbfM0plbfr44Uuk3sWWzGYvAOIwiNR1Zh4WLmndA2YcSz8mW5Ta0zmeOEe9IPgYEYNG1XXpSYztZAoZc5fkCoMp~OCmrfm4GBtWqAxVUYDEyJ71UcEdA9f0arGAQlXRt4rWbq3ShV5Sb-UZVsu4tnid2Pe4KM7gWsJfmR5ii6zuLyBRQz4ViNyEE2xNwEmYO4pGPUjYIq0elZzSzn3Jp2fFkl4IbnI8CPz0ZSxV1ACuuXSbGb6FNKZfsGx1JoBByOu0WmXv5FRq7iuO9vQy-w85BC9lsLufixBqFHwz1-Ch6jqbM8129eMJDnzObm0-fNsNiipX1nQ8X4nQ6dfw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/?ref_=chttp_t_114,1-10 million USD,"['Crime', 'Drama']",https://imdb-video.media-imdb.com/vi1222941977/1434659607842-pgv4ql-1616202919506.mp4?Expires=1713549776&Signature=k3S3hs0r2J7EZDmy4t8UCdh5LELF2cfgGJWy-n78BO~TTiKMyHjtCkccFBRF71Ciw2jtmJf9hA0Mmb8vKMIfH41KSb5GBwcs7re3fsMf87sFREz4x8pfjsIX1IHBES4r-GSYgBZa9JnSLFA8ij1YRXBcI2MFxU6DkL-kRMPwNRxMAk0BZSR2g7Zgl~Q5A4ytOlgltwYpt3m~6RA-6nHXDdYhE4mtcPYSmpYruJTtLMLMmk7J-5~Vo9IqeUv-yfmuC4446~EMo3RGMzl-Zd~sB~rH85ElcP8JBAUZfhkvoy8gRzeQgpPzcADjagFw4FuN1evEeoOze-gTm0wc8XmMOA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Sting,https://www.imdb.com/title/tt0070735/?ref_=chttp_t_115,1-10 million USD,"['Comedy', 'Crime', 'Drama']",No video found
Jodaeiye Nader Az Simin,https://www.imdb.com/title/tt1832382/?ref_=chttp_t_116,under 1 million USD,['Drama'],https://imdb-video.media-imdb.com/vi2758057497/1434659607842-pgv4ql-1616202688193.mp4?Expires=1713549815&Signature=ApWaNnZ80~wVdAjLHAMFHnlpPMVHpQYBwm8dcFrN65sgka1PyjqWWV4G4QjGZLBawPlibhr3uuKdP90XzsMtANJX8QxfEVfPV-1H43BJVPusa~3N3ChXEzCaMf8EThudxBMNKHZtEre08GHhLGW-7CgYx4oxUX1tvxkmiLmkpVQ5qGZvMSeqV-5Aupv8-v1p4lOEqFROu10koQ3lO3uOnfMFzoajWw-h05K1-BGUGzVKrmqjpXE4dvBhGX38oDqzYzzVrwlW35VvRUEg~Yvmp9TasZ3ZcONH4jKZKecjvaoU2GHw7IqodOtZuO0Yx7eIe55UalA0hiEtCeeKBs2oyg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/?ref_=chttp_t_117,25-50 million USD,"['Action', 'Adventure']",https://imdb-video.media-imdb.com/vi2007669529/1434659607842-pgv4ql-1564105104691.mp4?Expires=1713549593&Signature=fwO4TJ48TEIdQ7PUzRqEMNRGGbf6jRGLTKyhq21EWU8rLG4vSjhxdtGemdKwo9Q5CmyiQT3ohE3sGtpXs5n1C-zNGOD4SPlyvADeFIq9VcSBalDkOxp9eHqu3Gtk96sFqV0-qDE55soMW2na5tgdFuit0IwlRREh0QqjpElceMh1e3OPjPn-dZ7F1CXV0PZW7eaGqDn~TGgZOFWW8CPYEYQVOY3oSqrcHac-g4sXOP9M3AQf1Po0Qcv5xmpQOwqJbwEoeSoom4N-0ZpZPqesUMPNajKqaB6-~Wdau3ro4SCwXE363YpyT2kAYxuSXS2Wu-zD39xmHIggSnob7wxjmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Die Hard,https://www.imdb.com/title/tt0095016/?ref_=chttp_t_118,25-50 million USD,"['Action', 'Thriller']",https://imdb-video.media-imdb.com/vi3895704089/1434659607842-pgv4ql-1545252622590.mp4?Expires=1713549420&Signature=GnTIUqWA1ZvrZcf5hQXZ~lJYRgyVZEJgxz-53S9~tG8E4YZtAKTG1X98dC7jIuPNsdUXJMjNm2SsrEnIrnlusI9qdkCmclNm3bKeMdGQGGzQP1mZk3nKQiBgoAQ6ek9b-VjH4GJrA3bu1wGG-uqKBJZxPPwpmiTxaD~~hm4lJFwYLIeweWBdBYcpffKuOghSsA-18wtwWW8GptmOgIkfYwTXIbFA1Cu8Iv1sHs6~ABEH~zvAoWnR~lHJYhR-Y18y-WVNrvPd62kLrPzMnf-7pnjlJjVg4C7WquHqOB9QUouFDC-VB67vDxF0IRbLo9pwFmCQrbEhaz3NW6nVHZ0hjg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Metropolis,https://www.imdb.com/title/tt0017136/?ref_=chttp_t_119,1-10 million USD,"['Drama', 'Sci-Fi']",No video found
Like Stars on Earth,https://www.imdb.com/title/tt0986264/?ref_=chttp_t_120,,"['Drama', 'Family']",https://imdb-video.media-imdb.com/vi1834943001/1434659607842-pgv4ql-1563657987957.mp4?Expires=1713549826&Signature=W0zenjsbvGzAAqh1wsbZ6QOu9C~FtsoDvVhzyaECUJW9Kp5Yoo54czMfNmBCKUnm-~HsDTJ4yQln~44MBPzO1ljcv07zEiN3VTI00iwxf0sKB016Q5HwpSNhhxOxTANElTwW9QfTAPd7Gy5c7XBgdXVZD~~MozHTYB8HaWxvhwdBgyXbW4TXJShBq4ZeL1YbH2rzlW7bvdg2~xb05zdIJE07Hx7RQSCiMJq-7LBcpPQDMGrdKcSKALSHBjhn~fis6gTtHzRYhPJaWVQtMF-V9VLnocfqK99J~xhxUMqCSpbaR8SZAY8nHE~unieQqF95nCFG13bkyH95mAFcKD9vPA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Snatch,https://www.imdb.com/title/tt0208092/?ref_=chttp_t_121,1-10 million USD,"['Comedy', 'Crime']",https://imdb-video.media-imdb.com/vi1558577433/1434659607842-pgv4ql-1563962549758.mp4?Expires=1713549044&Signature=lyXoUriHBcnsjZso~LNQM1F~u-ydVtGTF6sV3-xNUjtSK2y1~gyO9KjB7koGptNtxjti7~TBtZYNfhZtCWYCp8Eeo3ZPD4W0RgKtqyDwp9Ir9sFzN5sJbzJsNy3GGw6OcrEyzr6YpD~jo4OH03~zNwjfAFiP4X0hrhRSwO7M1f1Lw6hT09TGlk2SWVLo2G71nsZOj4NeZ7dsnWKX~YaNreMrDCQw6WuBTs6aNwwKcTjEGrQU-WBsPlh~oZvPVqFuZJ9qYark~s~hxnHxFpOKVEHzry8LfQO53EzxZIN6KlqnMNhiWt667Z91otdY5Mum5QQoHcICjUOznTNyLrhg4g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Hamilton,https://www.imdb.com/title/tt8503618/?ref_=chttp_t_122,,"['Biography', 'Drama', 'History']",https://imdb-video.media-imdb.com/vi3591880217/1434659607842-pgv4ql-1593365257815.mp4?Expires=1713549867&Signature=Abu-qgTvfWJ4~ZfnvWoezqMlROW2Xhol9eT-W104Egl4Sz436TWhpjIAr8Zeqpe73GcVGEnssp6Y~6OJyD0EBqrYZx7nuCex0CWfSIwIaPqD1~nR4JWEEM~zMi-gphWi9syf4ML848Jcquw~SC7MMnvd2XtDkPWosCnFLj6QhBWzgj5~KNuBhAaofqbL1DPq-4LYhksULYgyZ0GoR8D~rPEKqHEg~bcelq~p9HklAyWu4t3vYeaeeYESOSiXEjC4DMCg9mx5RXbY36-wg9WcCZDS4LZVPaCD8LEizR8gCooSlx5SWzzVi1g08BX5RLqANU7Ut9V9~4XBd9zd5GJENg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
L.A. Confidential,https://www.imdb.com/title/tt0119488/?ref_=chttp_t_123,25-50 million USD,"['Crime', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi1124073497/1434659607842-pgv4ql-1564065044444.mp4?Expires=1713549870&Signature=VeIVD9eVPqs2xx4bxgT7xlS464yWQLjcrmy8yje7g4nSiSrTs2dCChWnSVHhwgfptDNY1yB8D2f5dDde12THjtutWeNrfGZlev3jLM0tZHS98cYmZR3FFPvs1oAxe6hx-dPZoWxyu5YSW8lJ7kQqLhkwBnco17qPYxd7T9pRFcSdVSea9Xw~t5Zp7B1TPh~RyEe8cxYhXEVwFUiJ44wBM92K5QNlcOtftNtAAMsviLGGbnOM1z06w6U~qgUZ2zCnavnyyk12uGQrh1Tlxl-vX7WDSqORY9~kdg3VPGJYlSLdEjpI5Qy24qO02XQbTXgFBsEyuPpUkf1CDA7xlHWcEQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
1917,https://www.imdb.com/title/tt8579674/?ref_=chttp_t_124,50 million USD or more,"['Action', 'Drama', 'War']",No video found
Bicycle Thieves,https://www.imdb.com/title/tt0040522/?ref_=chttp_t_125,under 1 million USD,['Drama'],No video found
Taxi Driver,https://www.imdb.com/title/tt0075314/?ref_=chttp_t_126,1-10 million USD,"['Crime', 'Drama']",No video found
Downfall,https://www.imdb.com/title/tt0363163/?ref_=chttp_t_127,10-25 million USD,"['Biography', 'Drama', 'History']",No video found
Dangal,https://www.imdb.com/title/tt5074352/?ref_=chttp_t_128,50 million USD or more,"['Action', 'Biography', 'Drama']",https://imdb-video.media-imdb.com/vi2094904857/1434659607842-pgv4ql-1480442703628.mp4?Expires=1713549366&Signature=KAf6fqhd3pQTlWB~WTvltASbvdIgBOZ2C3DDDRKmi7XJQ9BqM4AboXV9oA5PPCuA07bfY4F7xvqKW87VImulQFNIoGxA37R2sRpigG-q8HsgZKHmvkA6zcRBzy4mstlNZI6SQiBU83WYLzogSvQTZzFwMyFEX4PtSVHxAb-WP72kQ5kduu3aMCHiKmB16McrfsI522mvMIm76dWWVkaU7RKXApp6~xpM3sQUIsnPwzimkxwGuAYDtgFi8IFVz4ve~FhwWKYr2BnsaSXNX8NQxKxCtaPV7yY7aa94It9kap90DA26zUaOSeV3268xFM4jNYa4D1D5inWQ95qCirKPAQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
For a Few Dollars More,https://www.imdb.com/title/tt0059578/?ref_=chttp_t_129,under 1 million USD,"['Drama', 'Western']",https://imdb-video.media-imdb.com/vi3969303065/1434659607842-pgv4ql-1651192868613.mp4?Expires=1713549036&Signature=JPDw1YhZi29MQacUV5uqr4VaLvru6l-SEUGyo2kK2cKnsKOjFLvTv9uxtXkjNsOb0UmNyWSkLhpsGaIpPDXkcFPFILfoEzT1aTmafkioaNrSLVDKkSmeu5ONuv91fza8xAW5WlGgP4yVB2gD2mV7ZpIfE03B~JIvnvtPrbYmQZ1eO0XoIQjpUl4xH9iEutsiVkhMM-SM86WLNDKoMF8ZISZG1R33QRGBgRmcfZdXPbdQ-P1TvFCxGQIMoGayQtRQ369pP8NOJSIdeqipXFBjy76gczdNuiO8NxuLN26Vl0xC4vWWy5f9GRN664LH1Mve9cucuVfHYdDujilbeygSkw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Batman Begins,https://www.imdb.com/title/tt0372784/?ref_=chttp_t_130,50 million USD or more,"['Action', 'Crime', 'Drama']",No video found
The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/?ref_=chttp_t_131,50 million USD or more,"['Biography', 'Comedy', 'Crime']",https://imdb-video.media-imdb.com/vi2312218649/1434659607842-pgv4ql-1616202335617.mp4?Expires=1713549722&Signature=nTnPtWs4SxRPAbcDvaJNyXkwVdGET94DP1B7McmhfWOjsVjFzfzn47KfNhq7eOJjxjpQsn920rSXWNR62bgxwJ3fNVX5y8LcM4DnKxLIBwN3X70pLvWYbyL96~sF0Rih-4~0fh-YPkpw8AX~Ql3aHEzTuqHX7g~KSY5g2dUIiDTl4vJB3JJYilI4p7e9V96uSM7Kd5UgvwFVvuL6NwpW84DyWlF4UCCHne-dc1HTAQyn9Lh5wYXz6S7wrODEJiRv-Hd0dZCgeOjBJAh7IW36Vh5vzLljIrGpXtvhInjDMyvQF4cX2DyFN4ENMRpuopbHOfWql00RUalAnND6CRjkuA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Some Like It Hot,https://www.imdb.com/title/tt0053291/?ref_=chttp_t_132,1-10 million USD,"['Comedy', 'Music', 'Romance']",https://imdb-video.media-imdb.com/vi2371683353/1434659607842-pgv4ql-1616202772979.mp4?Expires=1713549925&Signature=HPb-JOREkuoBtIk2ILIOeKxJkXoqre6RrhMl3B9j0pns2b79GKoF60LLxQ45mcIs8ffuaLKhJ6~nb1wEFN0DV-kvLwBwii0gaPgqyOeSJf~YNFC73OLObeCkVfTpdKi0HPdR8JEb4PDsy1VgM5OkvL2vYg-Eh-yJzb7X1LOImULDB232VmTv7TrxeslNyXXSHYLSMY2jaMQ-7juwQo06o2oJoz0uDjFk1KhtJoP4EVSer-1OfDMYI753ntJr16HQ27y209PmDfiboF6Dr~QOu0X1LDfkmJjcl~Z7kMCu9COZT-xHRTkoHyFOsFKThy9NviAna57Q9end8xh4J-G-Og__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Green Book,https://www.imdb.com/title/tt6966692/?ref_=chttp_t_133,10-25 million USD,"['Biography', 'Comedy', 'Drama']",https://imdb-video.media-imdb.com/vi824752921/1434659607842-pgv4ql-1534255695298.mp4?Expires=1713549360&Signature=lrI0epJABIilqJAsqdmzAlCOXRlcGVmA9pvQxg9juLidZK4M7xs2NPK1QZnx1nMaHSx7jkay2fPCFKSUaXot2Hs4LZHphrENVgiH2RdVzCW8je7lSgbTU9rrID41IU2m~9RNPU5E~5YUu75X7Rbegddo48x7iE3xKhR7A0s9Ra5Ljo5IhaTjU-OVYaeTyezERiOm3ANLxJ1rxpMQr52rGjH5VoOuC2SBpFEfzQ4RGVYuUgDMfxv~Jr4PoR5K7vmMLasTsduOsSVfM5jYjMSMdA0ht37UZQTSdwbEre5xxsZG04ToADyXQOH8~bnV4OGj-yS3y6CymhTtcRd1ZrP9Kw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Kid,https://www.imdb.com/title/tt0012349/?ref_=chttp_t_134,under 1 million USD,"['Comedy', 'Drama', 'Family']",No video found
The Father,https://www.imdb.com/title/tt10272386/?ref_=chttp_t_135,1-10 million USD,"['Drama', 'Mystery']",No video found
Judgment at Nuremberg,https://www.imdb.com/title/tt0055031/?ref_=chttp_t_136,1-10 million USD,"['Drama', 'War']",https://imdb-video.media-imdb.com/vi296224025/1434659607842-pgv4ql-1564093814819.mp4?Expires=1713549969&Signature=PGvPCtGHgdr6nIToPJwaGNJAWJUuSrkKXI7ZC7VMGf5k4cT6xARRd3Xp21FaGTFMe5IZwusDEkKkjfriN6kl7Uyudqo3U9ikseNp8nMO4NhUtJfSpAg6hAXxQauDO0eR1hE9qFQBx5OlmpZP0yJ4d1N99AHhTV02DXjUEg8gbo-yEdTNPaqdakTbYZjwQnZt4IUlTmAeuREvO9sHpVy0RUG20rbRe8tuSWNsyWLmu~IDaON0TWmKkWvfuOD0TyIRy2JLovieMz~VXhJQWnmFs1NlweOjDVji2hXBLlkLc4jugegyLpDJqHi2-fRvfmXwzk6MQGd46p7jHBPR4ZenUQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
All About Eve,https://www.imdb.com/title/tt0042192/?ref_=chttp_t_137,1-10 million USD,['Drama'],No video found
The Truman Show,https://www.imdb.com/title/tt0120382/?ref_=chttp_t_138,50 million USD or more,"['Comedy', 'Drama']",No video found
Top Gun: Maverick,https://www.imdb.com/title/tt1745960/?ref_=chttp_t_139,50 million USD or more,"['Action', 'Drama']",https://imdb-video.media-imdb.com/vi632472089/1434659607842-pgv4ql-1648562542211.mp4?Expires=1713549720&Signature=R2EYGrMV7qIsWvue9AXdRcA50LsYAxjDe5wa2ilE8f51XuidpZ2PwJM7QeQyHBp3FeVEZQq3AXPclvg4tL0hGZ7o1kco6TkL~quhXOGJhY22px5YhAUwGZ6uJvHgSVADMzn3qa3skFwaRG2OPs9QnDnJBqhmiSypwwAReC64IofuxAPMnOmrrMqvxZ-u82xIo~3L8D3Ywc4BryApDZtJB7A3y3F5JqJQPJ7kpGDsfyNtp4fsOcn0KbTGjZaUiH45cHvyHrMvg6uEIy8qBwMed5dNHSDU8UyowMpZkGxiK2R~USLpocXIgLNzPATdxeJ16-HrppOT-fywkaroAyiYdw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Shutter Island,https://www.imdb.com/title/tt1130884/?ref_=chttp_t_140,50 million USD or more,"['Drama', 'Mystery', 'Thriller']",No video found
There Will Be Blood,https://www.imdb.com/title/tt0469494/?ref_=chttp_t_141,25-50 million USD,['Drama'],No video found
Casino,https://www.imdb.com/title/tt0112641/?ref_=chttp_t_142,50 million USD or more,"['Crime', 'Drama']",https://imdb-video.media-imdb.com/vi1035796761/1434659607842-pgv4ql-1564464625619.mp4?Expires=1713549201&Signature=YTlcC4IblJBj4t7ZR9lK3lCmg0R4KmvlVBzVpOZyemrZjcrUjOkOkvJNcZDKlY4j8eA-6B1VKd7~7V6kL3E0w7N5vJjHfkmNgA1-JaK~tO5IXdswhK7QP78k17KlEglp~3ZdD~fZn-xKcmtmcf8NJqxDXB8EQjrKUX~rNglbQcdVZmYM22rF4YFrXkhSVrChCf~BCOFyt5S6A5MKLUnaBBQCHh0STnRsroLAxCaIJjl4iSpDY76fmCYA8f1uK4VwaLVI7hMLqzFmDsGKXCQq6tUi9N0TkgLVyruBix9oetWbJxAyAe0Q-b8pzzM6A-D3yvKmKxOthAES3kzSVg6ZqQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
